"orderid","productid","productname","qty","orderdate","unitprice","custid","shipcountry"
11018,18,"Product CKEDC",10,"2008-04-13 00:00:00",62.5,"48","USA"
11018,56,"Product VKCMF",5,"2008-04-13 00:00:00",38.0,"48","USA"
11019,46,"Product CBRRL",3,"2008-04-13 00:00:00",12.0,"64","Argentina"
11019,49,"Product FPYPN",2,"2008-04-13 00:00:00",20.0,"64","Argentina"
11020,10,"Product YHXGE",24,"2008-04-14 00:00:00",31.0,"56","Germany"
11021,2,"Product RECZE",11,"2008-04-14 00:00:00",19.0,"63","Germany"
11021,20,"Product QHFFP",15,"2008-04-14 00:00:00",81.0,"63","Germany"
11021,26,"Product HLGZA",63,"2008-04-14 00:00:00",31.23,"63","Germany"
11021,51,"Product APITJ",44,"2008-04-14 00:00:00",53.0,"63","Germany"
11021,72,"Product GEEOO",35,"2008-04-14 00:00:00",34.8,"63","Germany"
11022,19,"Product XKXDO",35,"2008-04-14 00:00:00",9.2,"34","Brazil"
11022,69,"Product COAXA",30,"2008-04-14 00:00:00","36.00","34","Brazil"
11023,7,"Product HMLNI",4,"2008-04-14 00:00:00","30.00","11","UK"
11023,43,"Product ZZZHR",30,"2008-04-14 00:00:00","46.00","11","UK"
11024,26,"Product HLGZA",12,"2008-04-15 00:00:00","31.23","19","UK"
11024,33,"Product ASTMN",30,"2008-04-15 00:00:00","2.50","19","UK"
11024,65,"Product XYWBZ",21,"2008-04-15 00:00:00","21.05","19","UK"
11024,71,"Product MYMOI",50,"2008-04-15 00:00:00","21.50","19","UK"
11025,1,"Product HHYDP",10,"2008-04-15 00:00:00","18.00","87","Finland"
11025,13,"Product POXFU",20,"2008-04-15 00:00:00","6.00","87","Finland"
11026,18,"Product CKEDC",8,"2008-04-15 00:00:00","62.50","27","Italy"
11026,51,"Product APITJ",10,"2008-04-15 00:00:00","53.00","27","Italy"
11027,24,"Product QOGNU",30,"2008-04-16 00:00:00","4.50","10","Canada"
11027,62,"Product WUXYK",21,"2008-04-16 00:00:00","49.30","10","Canada"
11028,55,"Product YYWRT",35,"2008-04-16 00:00:00","24.00","39","Germany"
11028,59,"Product UKXRI",24,"2008-04-16 00:00:00","55.00","39","Germany"
11029,56,"Product VKCMF",20,"2008-04-16 00:00:00","38.00","14","Switzerland"
11029,63,"Product ICKNK",12,"2008-04-16 00:00:00","43.90","14","Switzerland"
11030,2,"Product RECZE",100,"2008-04-17 00:00:00","19.00","71","USA"
11030,5,"Product EPEIM",70,"2008-04-17 00:00:00","21.35","71","USA"
11030,29,"Product VJXYN",60,"2008-04-17 00:00:00","123.79","71","USA"
11030,59,"Product UKXRI",100,"2008-04-17 00:00:00","55.00","71","USA"
11031,1,"Product HHYDP",45,"2008-04-17 00:00:00","18.00","71","USA"
11031,13,"Product POXFU",80,"2008-04-17 00:00:00","6.00","71","USA"
11031,24,"Product QOGNU",21,"2008-04-17 00:00:00","4.50","71","USA"
11031,64,"Product HCQDE",20,"2008-04-17 00:00:00","33.25","71","USA"
11031,71,"Product MYMOI",16,"2008-04-17 00:00:00","21.50","71","USA"
11032,36,"Product GMKIJ",35,"2008-04-17 00:00:00","19.00","89","USA"
11032,38,"Product QDOMO",25,"2008-04-17 00:00:00","263.50","89","USA"
11032,59,"Product UKXRI",30,"2008-04-17 00:00:00","55.00","89","USA"
11033,53,"Product BKGEA",70,"2008-04-17 00:00:00","32.80","68","Switzerland"
11033,69,"Product COAXA",36,"2008-04-17 00:00:00","36.00","68","Switzerland"
11034,21,"Product VJZZH",15,"2008-04-20 00:00:00","10.00","55","USA"
11034,44,"Product VJIEO",12,"2008-04-20 00:00:00","19.45","55","USA"
11034,61,"Product XYZPE",6,"2008-04-20 00:00:00","28.50","55","USA"
11035,1,"Product HHYDP",10,"2008-04-20 00:00:00","18.00","76","Belgium"
11035,35,"Product NEVTJ",60,"2008-04-20 00:00:00","18.00","76","Belgium"
11035,42,"Product RJVNM",30,"2008-04-20 00:00:00","14.00","76","Belgium"
11035,54,"Product QAQRL",10,"2008-04-20 00:00:00","7.45","76","Belgium"
11036,13,"Product POXFU",7,"2008-04-20 00:00:00","6.00","17","Germany"
11036,59,"Product UKXRI",30,"2008-04-20 00:00:00","55.00","17","Germany"
11037,70,"Product TOONT",4,"2008-04-21 00:00:00","15.00","30","Spain"
11038,40,"Product YZIXQ",5,"2008-04-21 00:00:00","18.40","76","Belgium"
11038,52,"Product QSRXF",2,"2008-04-21 00:00:00","7.00","76","Belgium"
11038,71,"Product MYMOI",30,"2008-04-21 00:00:00","21.50","76","Belgium"
11039,28,"Product OFBNT",20,"2008-04-21 00:00:00","45.60","47","Venezuela"
11039,35,"Product NEVTJ",24,"2008-04-21 00:00:00","18.00","47","Venezuela"
11039,49,"Product FPYPN",60,"2008-04-21 00:00:00","20.00","47","Venezuela"
11039,57,"Product OVLQI",28,"2008-04-21 00:00:00","19.50","47","Venezuela"
11040,21,"Product VJZZH",20,"2008-04-22 00:00:00","10.00","32","USA"
11041,2,"Product RECZE",30,"2008-04-22 00:00:00","19.00","14","Switzerland"
11041,63,"Product ICKNK",30,"2008-04-22 00:00:00","43.90","14","Switzerland"
11042,44,"Product VJIEO",15,"2008-04-22 00:00:00","19.45","15","Brazil"
11042,61,"Product XYZPE",4,"2008-04-22 00:00:00","28.50","15","Brazil"
11043,11,"Product QMVUN",10,"2008-04-22 00:00:00","21.00","74","France"
11044,62,"Product WUXYK",12,"2008-04-23 00:00:00","49.30","91","Poland"
11045,33,"Product ASTMN",15,"2008-04-23 00:00:00","2.50","10","Canada"
11045,51,"Product APITJ",24,"2008-04-23 00:00:00","53.00","10","Canada"
11046,12,"Product OSFNS",20,"2008-04-23 00:00:00","38.00","86","Germany"
11046,32,"Product NUNAW",15,"2008-04-23 00:00:00","32.00","86","Germany"
11046,35,"Product NEVTJ",18,"2008-04-23 00:00:00","18.00","86","Germany"
11047,1,"Product HHYDP",25,"2008-04-24 00:00:00","18.00","19","UK"
11047,5,"Product EPEIM",30,"2008-04-24 00:00:00","21.35","19","UK"
11048,68,"Product TBTBL",42,"2008-04-24 00:00:00","12.50","10","Canada"
11049,2,"Product RECZE",10,"2008-04-24 00:00:00","19.00","31","Brazil"
11049,12,"Product OSFNS",4,"2008-04-24 00:00:00","38.00","31","Brazil"
11050,76,"Product JYGFE",50,"2008-04-27 00:00:00","18.00","24","Sweden"
11051,24,"Product QOGNU",10,"2008-04-27 00:00:00","4.50","41","France"
11052,43,"Product ZZZHR",30,"2008-04-27 00:00:00","46.00","34","Brazil"
11052,61,"Product XYZPE",10,"2008-04-27 00:00:00","28.50","34","Brazil"
11053,18,"Product CKEDC",35,"2008-04-27 00:00:00","62.50","59","Austria"
11053,32,"Product NUNAW",20,"2008-04-27 00:00:00","32.00","59","Austria"
11053,64,"Product HCQDE",25,"2008-04-27 00:00:00","33.25","59","Austria"
11054,33,"Product ASTMN",10,"2008-04-28 00:00:00","2.50","12","Argentina"
11054,67,"Product XLXQF",20,"2008-04-28 00:00:00","14.00","12","Argentina"
11055,24,"Product QOGNU",15,"2008-04-28 00:00:00","4.50","35","Venezuela"
11055,25,"Product LYLNI",15,"2008-04-28 00:00:00","14.00","35","Venezuela"
11055,51,"Product APITJ",20,"2008-04-28 00:00:00","53.00","35","Venezuela"
11055,57,"Product OVLQI",20,"2008-04-28 00:00:00","19.50","35","Venezuela"
11056,7,"Product HMLNI",40,"2008-04-28 00:00:00","30.00","19","UK"
11056,55,"Product YYWRT",35,"2008-04-28 00:00:00","24.00","19","UK"
11056,60,"Product WHBYK",50,"2008-04-28 00:00:00","34.00","19","UK"
11057,70,"Product TOONT",3,"2008-04-29 00:00:00","15.00","53","UK"
11058,21,"Product VJZZH",3,"2008-04-29 00:00:00","10.00","6","Germany"
11058,60,"Product WHBYK",21,"2008-04-29 00:00:00","34.00","6","Germany"
11058,61,"Product XYZPE",4,"2008-04-29 00:00:00","28.50","6","Germany"
11059,13,"Product POXFU",30,"2008-04-29 00:00:00","6.00","67","Brazil"
11059,17,"Product BLCAX",12,"2008-04-29 00:00:00","39.00","67","Brazil"
11059,60,"Product WHBYK",35,"2008-04-29 00:00:00","34.00","67","Brazil"
11060,60,"Product WHBYK",4,"2008-04-30 00:00:00","34.00","27","Italy"
11060,77,"Product LUNZZ",10,"2008-04-30 00:00:00","13.00","27","Italy"
11061,60,"Product WHBYK",15,"2008-04-30 00:00:00","34.00","32","USA"
11062,53,"Product BKGEA",10,"2008-04-30 00:00:00","32.80","66","Italy"
11062,70,"Product TOONT",12,"2008-04-30 00:00:00","15.00","66","Italy"
11063,34,"Product SWNJY",30,"2008-04-30 00:00:00","14.00","37","Ireland"
11063,40,"Product YZIXQ",40,"2008-04-30 00:00:00","18.40","37","Ireland"
11063,41,"Product TTEEX",30,"2008-04-30 00:00:00","9.65","37","Ireland"
11064,17,"Product BLCAX",77,"2008-05-01 00:00:00","39.00","71","USA"
11064,41,"Product TTEEX",12,"2008-05-01 00:00:00","9.65","71","USA"
11064,53,"Product BKGEA",25,"2008-05-01 00:00:00","32.80","71","USA"
11064,55,"Product YYWRT",4,"2008-05-01 00:00:00","24.00","71","USA"
11064,68,"Product TBTBL",55,"2008-05-01 00:00:00","12.50","71","USA"
11065,30,"Product LYERX",4,"2008-05-01 00:00:00","25.89","46","Venezuela"
11065,54,"Product QAQRL",20,"2008-05-01 00:00:00","7.45","46","Venezuela"
11066,16,"Product PAFRH",3,"2008-05-01 00:00:00","17.45","89","USA"
11066,19,"Product XKXDO",42,"2008-05-01 00:00:00","9.20","89","USA"
11066,34,"Product SWNJY",35,"2008-05-01 00:00:00","14.00","89","USA"
11067,41,"Product TTEEX",9,"2008-05-04 00:00:00","9.65","17","Germany"
11068,28,"Product OFBNT",8,"2008-05-04 00:00:00","45.60","62","Brazil"
11068,43,"Product ZZZHR",36,"2008-05-04 00:00:00","46.00","62","Brazil"
11068,77,"Product LUNZZ",28,"2008-05-04 00:00:00","13.00","62","Brazil"
11069,39,"Product LSOFL",20,"2008-05-04 00:00:00","18.00","80","Mexico"
11070,1,"Product HHYDP",40,"2008-05-05 00:00:00","18.00","44","Germany"
11070,2,"Product RECZE",20,"2008-05-05 00:00:00","19.00","44","Germany"
11070,16,"Product PAFRH",30,"2008-05-05 00:00:00","17.45","44","Germany"
11070,31,"Product XWOXC",20,"2008-05-05 00:00:00","12.50","44","Germany"
11071,7,"Product HMLNI",15,"2008-05-05 00:00:00","30.00","46","Venezuela"
11071,13,"Product POXFU",10,"2008-05-05 00:00:00","6.00","46","Venezuela"
11072,2,"Product RECZE",8,"2008-05-05 00:00:00","19.00","20","Austria"
11072,41,"Product TTEEX",40,"2008-05-05 00:00:00","9.65","20","Austria"
11072,50,"Product BIUDV",22,"2008-05-05 00:00:00","16.25","20","Austria"
11072,64,"Product HCQDE",130,"2008-05-05 00:00:00","33.25","20","Austria"
11073,11,"Product QMVUN",10,"2008-05-05 00:00:00","21.00","58","Mexico"
11073,24,"Product QOGNU",20,"2008-05-05 00:00:00","4.50","58","Mexico"
11074,16,"Product PAFRH",14,"2008-05-06 00:00:00","17.45","73","Denmark"
11075,2,"Product RECZE",10,"2008-05-06 00:00:00","19.00","68","Switzerland"
11075,46,"Product CBRRL",30,"2008-05-06 00:00:00","12.00","68","Switzerland"
11075,76,"Product JYGFE",2,"2008-05-06 00:00:00","18.00","68","Switzerland"
11076,6,"Product VAIIV",20,"2008-05-06 00:00:00","25.00","9","France"
11076,14,"Product PWCJB",20,"2008-05-06 00:00:00","23.25","9","France"
11076,19,"Product XKXDO",10,"2008-05-06 00:00:00","9.20","9","France"
11077,2,"Product RECZE",24,"2008-05-06 00:00:00","19.00","65","USA"
11077,3,"Product IMEHJ",4,"2008-05-06 00:00:00","10.00","65","USA"
11077,4,"Product KSBRM",1,"2008-05-06 00:00:00","22.00","65","USA"
11077,6,"Product VAIIV",1,"2008-05-06 00:00:00","25.00","65","USA"
11077,7,"Product HMLNI",1,"2008-05-06 00:00:00","30.00","65","USA"
11077,8,"Product WVJFP",2,"2008-05-06 00:00:00","40.00","65","USA"
11077,10,"Product YHXGE",1,"2008-05-06 00:00:00","31.00","65","USA"
11077,12,"Product OSFNS",2,"2008-05-06 00:00:00","38.00","65","USA"
11077,13,"Product POXFU",4,"2008-05-06 00:00:00","6.00","65","USA"
11077,14,"Product PWCJB",1,"2008-05-06 00:00:00","23.25","65","USA"
11077,16,"Product PAFRH",2,"2008-05-06 00:00:00","17.45","65","USA"
11077,20,"Product QHFFP",1,"2008-05-06 00:00:00","81.00","65","USA"
11077,23,"Product JLUDZ",2,"2008-05-06 00:00:00","9.00","65","USA"
11077,32,"Product NUNAW",1,"2008-05-06 00:00:00","32.00","65","USA"
11077,39,"Product LSOFL",2,"2008-05-06 00:00:00","18.00","65","USA"
11077,41,"Product TTEEX",3,"2008-05-06 00:00:00","9.65","65","USA"
11077,46,"Product CBRRL",3,"2008-05-06 00:00:00","12.00","65","USA"
11077,52,"Product QSRXF",2,"2008-05-06 00:00:00","7.00","65","USA"
11077,55,"Product YYWRT",2,"2008-05-06 00:00:00","24.00","65","USA"
11077,60,"Product WHBYK",2,"2008-05-06 00:00:00","34.00","65","USA"
11077,64,"Product HCQDE",2,"2008-05-06 00:00:00","33.25","65","USA"
11077,66,"Product LQMGN",1,"2008-05-06 00:00:00","17.00","65","USA"
11077,73,"Product WEUJZ",2,"2008-05-06 00:00:00","15.00","65","USA"
11077,75,"Product BWRLG",4,"2008-05-06 00:00:00","7.75","65","USA"
11077,77,"Product LUNZZ",2,"2008-05-06 00:00:00","13.00","65","USA"
